schema_version,candidate_id,timestamp_us,branch_id,is_interesting,taken,constraint_count
v1,1,1790273187083847,0e8fd84a25f0fbd0:0x7dd,1,1,1
v1,2,1790273189410745,0e8fd84a25f0fbd0:0x93f,1,0,1
v1,1,1790273192204826,0e8fd84a25f0fbd0:0x7dd,0,1,0
v1,2,1790273194030612,0e8fd84a25f0fbd0:0x93f,1,1,1
v1,1,1790273196798369,0e8fd84a25f0fbd0:0x7dd,0,0,0
v1,1,1790273199353441,0e8fd84a25f0fbd0:0x7dd,0,0,0
v1,1,1790273201897028,0e8fd84a25f0fbd0:0x7dd,0,0,0
